dwell_time,flight_time,typing_speed,label
0.08452366647266206,0.23369262332007998,18.479670294088702,1
0.08018618311200823,0.20977574757167272,29.54609250013169,1
0.08435656966232671,0.16470798050485005,35.331624130870324,1
0.07957494258880615,0.1773296594619751,38.90388115848486,1
0.07955380388208337,0.21108412742614746,40.441910686948425,1
0.08725067973136902,0.22726111859083176,40.36374722288303,1
0.08439952986580986,0.16140020461309523,40.79605779330135,1
0.08189671290548224,0.18891215324401855,41.865450083033565,1
0.08242559974843805,0.1470906355164268,42.56133346297265,1
0.07998184182427147,0.15309756994247437,43.5463494352104,1
0.08686563215757671,0.19864346479114733,44.06278259265292,1
0.09293507167271205,0.13570972851344518,31.063037514838737,1
0.07767959338862722,0.16764258175361446,44.0520021738411,1
0.07943533742150595,0.1558481538018515,46.47593113176594,1
0.07640754899313283,0.16123071382212084,47.83444065063021,1
0.0752632102450809,0.20071904079334155,48.44769048125379,1
0.07825141242056181,0.2453444004058838,47.20246836013552,1
0.07678868049799009,0.15881241754043934,45.7410374671191,1
0.08016461730003357,0.17686042785644532,46.235233843887826,1
0.0797014365325103,0.19676456580290924,46.173793769098346,1
0.08087170401284861,0.15737107742664425,46.211594946593166,1
0.08485780006799942,0.17879964755131647,46.36108102236135,1
0.08791368072097366,0.18418841748624235,46.284360421038926,1
0.08256690318767841,0.17725529426183456,46.37588897486488,1
0.08445495196751186,0.20992704800197057,46.22480515052179,1
0.08223562013535272,0.15892484074547178,45.97107912269264,1
0.07785195371379024,0.14326848154482635,46.366590233389864,1
0.07492270794781772,0.15398848056793213,46.68173634065872,1
0.08401176664564344,0.2007421983612908,47.03435935930704,1
0.08298465183803014,0.15819682961418516,46.76342644530947,1
0.08177066984630767,0.16282488050914945,46.95179537656579,1
0.08105553822083907,0.15117572654377331,47.11960926189063,1
0.07993980733359732,0.17233499666539634,47.27231809327128,1
0.08631132288676936,0.1676660979666361,47.33372638051287,1
0.08226395249366761,0.17426968216896058,47.319292440198915,1
0.08285185694694519,0.17100853323936463,47.33634049345564,1
0.08355960581037733,0.2001532581117418,47.35383746875673,1
0.08743186430497603,0.14161539619619196,47.27205985060896,1
0.0836014883858817,0.17039598737444198,35.956682996965334,1
0.08160332191822141,0.1570196318071942,43.534101101804836,1
0.07729845155369151,0.15135410157116977,46.79338413164344,1
0.07883689758625437,0.1378026414424815,49.10901038844417,1
0.07709901383582582,0.13783978401346408,50.48165270794182,1
0.0780720313390096,0.17356938975197927,50.996613630114055,1
0.0831008752187093,0.1766710565203712,49.790136566694606,1
0.07562750318776006,0.14943301677703857,49.871989449459036,1
0.09680338842528206,0.12812504598072597,45.20517662814124,1
0.08164899945259094,0.1773644506931305,52.25965593513458,1
0.08166108904658137,0.20144382038631956,49.229100764852745,1
0.07228181420302973,0.18970176650256645,47.86456482679423,1
0.0840459150426528,0.21935436304877787,47.2303269848675,1
0.08358104301221443,0.2208605535102613,46.0184616913761,1
0.07393228685533679,0.20002690521446434,45.3903706028731,1
0.0781704340225611,0.18378538351792556,45.501777992339456,1
0.07371406422721015,0.21506112151675755,45.16661977812282,1
0.07778692245483398,0.20242318842146131,44.73751523798405,1
0.06404196421305339,0.24463621775309244,14.177592451676725,0
0.06371862093607585,0.2747809092203776,24.070676451481436,0
0.0641314188639323,0.23007051150004068,29.14265669367321,0
0.07086008389790853,0.2926950772603353,32.18503824258012,0
0.08093776021684919,0.26710645641599384,34.93409773491208,0
0.07354901631673177,0.2844439347585042,35.05174731749519,0
0.068546994527181,0.33400047620137535,35.35161063566874,0
0.06988565127054851,0.22234768867492677,35.32647520870071,0
0.07401291529337566,0.5731693108876547,33.81527932189374,0
0.0731464113507952,0.2100347564333961,33.45345314005768,0
0.0719874382019043,0.2802344481150309,34.35325737988884,0
0.07157709287560504,0.1443461853524913,35.472872677427254,0
0.06015019416809082,0.07142779032389322,37.53014136935426,0
0.07439534068107605,0.20797677636146544,39.418643009880974,1
0.06358502308527629,0.13364712397257486,39.684348658526744,0
0.06443974177042643,0.11841495831807454,41.639486420396516,0
0.07709625872170053,0.13818714676833735,40.700896657848354,1
0.07309503140656845,0.14965086397917374,50.95859022718778,1
0.0792448261509771,0.14532679060231085,51.879838741177544,1
0.07860046884287959,0.14613545977551004,52.26056864468308,1
0.08498299717903138,0.37740010023117065,52.419640886604384,1
0.08498112360636394,0.11543677647908529,15.970079134513183,0
0.08391436134896628,0.17759025969156406,34.241696395745706,1
0.08211956705365862,0.16745205720265707,40.710844556550676,1
0.09496781405280619,0.1510284741719564,45.00301293004108,1
0.1309404070415194,0.10944677912999713,49.944072961944336,1
