dwell_time,flight_time,typing_speed,backspace_rate,label
0.08785133827023389,0.19657531017210425,41.29030523523728,0.0,1
0.08613833602593869,0.12084336183509048,52.0170192224846,0.0,1
0.07520289648146856,0.1706099339893886,53.2893416025379,23.619197607091817,1
0.08494840065638225,0.12855038046836853,53.61350407577087,0.0,1
0.07688433473760431,0.15891975164413452,53.058462344910815,0.0,1
0.0733928143978119,0.18463181257247924,52.18055620509561,5.8987501036320085,1
0.07219424455062202,0.15458929020425546,52.20570381124569,5.814632176194338,1
0.07211608302836515,0.13560048901304908,52.65568263159228,0.0,1
0.07466154793898265,0.1338393042484919,53.45914715051282,5.996350983083434,1
0.07333994905153911,0.1424975792566935,53.66726053379915,0.0,1
0.08066928629972497,0.1354998033873889,54.154064904077835,0.0,1
0.07903205871582031,0.12578062057495118,54.36395086863779,0.0,1
0.08474788069725037,0.1431124359369278,11.766352819193973,0.0,1
0.07569095335508648,0.1904257284967523,27.265405325437392,11.88141849718834,1
0.08116879218663925,0.1912253942245092,34.69306536588762,0.0,1
0.08552765846252441,0.18615381341231496,37.7141010812457,0.0,1
0.08235711209914263,0.21328909256879022,38.16977228290435,5.968978645726378,1
0.08374634767190003,0.18092181132389948,39.67051224230294,0.0,1
0.08313039370945521,0.20877431460789272,40.461226821403294,0.0,1
0.08139828273228236,0.1644458316621326,41.35433960061733,0.0,1
0.08192835251490276,0.20284618933995566,41.062399870149314,17.726425512368962,1
0.08615466952323914,0.227061465382576,41.5525060886154,11.974650069975537,1
0.07854483723640442,0.1869683861732483,41.754047406374035,29.188967397855066,1
0.0794191148546007,0.15047313902113174,42.33731885666992,41.22107254348306,1
0.07757415327914925,0.1693541504615961,43.107460281907855,0.0,1
0.08273285759819879,0.15361441506279838,43.79696650035557,17.802205264837774,1
0.07403272848862869,0.18807202119093674,44.38951713880103,5.9429390265919215,1
0.07790626870824936,0.1502440127920597,44.821712200347626,17.866159197115724,1
0.07984446971974474,0.13996695964894396,45.480671400291534,0.0,1
0.0774560809135437,0.18062490224838257,45.87310901743343,35.26398287093931,1
0.08115029876882379,0.15376363017342307,46.00304324538882,23.830656086479582,1
0.0842113196849823,0.1681430697441101,46.0809258037552,0.0,1
0.0758394718170166,0.152578337987264,17.072663181478042,8.619994512704526,0
0.07616259960027841,0.12369431440646832,39.366786179595636,5.970693054122673,1
0.06723489080156599,0.22451978410993303,46.47458686610752,5.899620050183927,1
0.07516482399731148,0.17053818121189024,44.666656878461815,5.981456546907559,1
0.07352051590428207,0.13572596781181567,46.7779609208731,35.7452386102979,0
0.07244108617305756,0.13877264161904654,48.92475713578855,5.993606425793104,1
0.0827151616414388,0.1119914690653483,17.807367657614993,0.0,0
0.08508265586126418,0.16404179164341517,37.50270447947774,0.0,1
0.07998327819668517,0.12929079970534968,44.801331612889534,0.0,1
0.0810337787450746,0.16632952246555063,48.75596426869277,29.54431375167698,1
0.08046125868956248,0.1476341833670934,50.030864222251545,23.302098833220214,1
0.08144996924833818,0.14967058463530106,50.35418954785685,29.655829238924238,1
0.08272123866611057,0.14921598964267307,50.54141154943857,11.710793405519839,1
0.08598421414693197,0.2479341983795166,50.523499783143016,24.248663175416738,0
